instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type
5846,06-09-2011,3,0,9,0,0,2,1,3,0.54,0.5152,0.94,0.3582,1,7,8,train
5847,06-09-2011,3,0,9,2,0,2,1,3,0.54,0.5152,0.94,0.2537,0,2,2,train
5848,06-09-2011,3,0,9,3,0,2,1,3,0.54,0.5152,0.94,0.2985,1,0,1,train
5849,06-09-2011,3,0,9,4,0,2,1,2,0.54,0.5152,0.94,0.2985,1,3,4,train
5850,06-09-2011,3,0,9,5,0,2,1,3,0.54,0.5152,0.88,0.3582,1,20,21,train
5851,06-09-2011,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.3284,0,72,72,train
5852,06-09-2011,3,0,9,7,0,2,1,2,0.54,0.5152,0.83,0.3582,6,166,172,train
5853,06-09-2011,3,0,9,8,0,2,1,3,0.54,0.5152,0.83,0.3881,15,349,364,train
5854,06-09-2011,3,0,9,9,0,2,1,2,0.54,0.5152,0.81,0.4179,18,167,185,train
5855,06-09-2011,3,0,9,10,0,2,1,3,0.54,0.5152,0.83,0.3582,16,90,106,train
5856,06-09-2011,3,0,9,11,0,2,1,3,0.54,0.5152,0.83,0.3881,11,78,89,train
5857,06-09-2011,3,0,9,12,0,2,1,3,0.54,0.5152,0.83,0.3881,16,51,67,train
5858,06-09-2011,3,0,9,13,0,2,1,3,0.54,0.5152,0.88,0.2985,5,24,29,train
5859,06-09-2011,3,0,9,14,0,2,1,3,0.54,0.5152,0.88,0.2836,3,21,24,train
5860,06-09-2011,3,0,9,15,0,2,1,3,0.54,0.5152,0.94,0.3881,18,71,89,train
5861,06-09-2011,3,0,9,16,0,2,1,3,0.54,0.5152,0.94,0.3881,11,95,106,train
5862,06-09-2011,3,0,9,17,0,2,1,2,0.54,0.5152,0.88,0.3881,15,276,291,train
5863,06-09-2011,3,0,9,18,0,2,1,2,0.54,0.5152,0.88,0.3881,22,351,373,train
5864,06-09-2011,3,0,9,19,0,2,1,2,0.54,0.5152,0.88,0.4179,12,269,281,train
5865,06-09-2011,3,0,9,20,0,2,1,3,0.54,0.5152,0.88,0.2985,13,150,163,train
5866,06-09-2011,3,0,9,21,0,2,1,3,0.54,0.5152,0.88,0.2836,12,109,121,train
5867,06-09-2011,3,0,9,22,0,2,1,2,0.54,0.5152,0.94,0.3284,5,79,84,train
5868,06-09-2011,3,0,9,23,0,2,1,3,0.54,0.5152,0.94,0.2537,2,56,58,train
5869,07-09-2011,3,0,9,0,0,3,1,2,0.54,0.5152,0.94,0.2239,1,12,13,train
5870,07-09-2011,3,0,9,1,0,3,1,3,0.54,0.5152,0.94,0.2537,2,3,5,train
5871,07-09-2011,3,0,9,2,0,3,1,2,0.54,0.5152,0.94,0.2239,2,4,6,train
5872,07-09-2011,3,0,9,3,0,3,1,3,0.56,0.5303,0.94,0.1343,1,1,2,train
5873,07-09-2011,3,0,9,4,0,3,1,3,0.56,0.5303,0.94,0.1642,0,4,4,train
5874,07-09-2011,3,0,9,5,0,3,1,2,0.56,0.5303,1,0.1343,1,15,16,train
5875,07-09-2011,3,0,9,6,0,3,1,3,0.6,0.5455,0.88,0.1045,1,74,75,train
5876,07-09-2011,3,0,9,7,0,3,1,3,0.6,0.5455,0.88,0.0896,3,83,86,train
5877,07-09-2011,3,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.0896,9,319,328,train
5878,07-09-2011,3,0,9,9,0,3,1,3,0.6,0.5455,0.88,0.1343,14,176,190,train
5879,07-09-2011,3,0,9,10,0,3,1,3,0.6,0.5455,0.88,0.1343,3,63,66,train
5880,07-09-2011,3,0,9,11,0,3,1,3,0.6,0.5152,0.94,0,1,9,10,train
5881,07-09-2011,3,0,9,12,0,3,1,3,0.56,0.5303,0.94,0,1,21,22,train
5882,07-09-2011,3,0,9,13,0,3,1,3,0.6,0.5455,0.88,0,2,9,11,train
5883,07-09-2011,3,0,9,14,0,3,1,3,0.6,0.5152,0.93,0,1,24,25,train
5884,07-09-2011,3,0,9,15,0,3,1,3,0.62,0.5455,0.94,0.1045,3,55,58,train
5885,07-09-2011,3,0,9,16,0,3,1,1,0.64,0.5758,0.89,0,7,137,144,train
5886,07-09-2011,3,0,9,17,0,3,1,3,0.64,0.5758,0.89,0,21,264,285,train
5887,07-09-2011,3,0,9,18,0,3,1,3,0.64,0.5758,0.89,0,18,219,237,train
5888,07-09-2011,3,0,9,19,0,3,1,2,0.64,0.5758,0.89,0,14,212,226,train
5889,07-09-2011,3,0,9,20,0,3,1,3,0.64,0.5758,0.89,0.0896,3,93,96,train
5890,07-09-2011,3,0,9,21,0,3,1,3,0.64,0.5758,0.89,0.0896,4,34,38,train
5891,07-09-2011,3,0,9,22,0,3,1,3,0.62,0.5455,0.94,0.1642,3,26,29,train
5892,07-09-2011,3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194,3,21,24,train
5893,08-09-2011,3,0,9,0,0,4,1,3,0.6,0.5,1,0.194,3,11,14,train
5894,08-09-2011,3,0,9,1,0,4,1,3,0.62,0.5455,0.94,0.1045,0,4,4,train
5895,08-09-2011,3,0,9,3,0,4,1,3,0.62,0.5455,0.94,0,0,2,2,train
5896,08-09-2011,3,0,9,4,0,4,1,2,0.62,0.5455,0.94,0.0896,0,3,3,train
5897,08-09-2011,3,0,9,5,0,4,1,3,0.62,0.5455,0.94,0.0896,1,13,14,train
5898,08-09-2011,3,0,9,6,0,4,1,3,0.62,0.5455,0.94,0.1642,1,55,56,train
5899,08-09-2011,3,0,9,7,0,4,1,3,0.62,0.5455,0.94,0.1045,7,172,179,train
5900,08-09-2011,3,0,9,8,0,4,1,3,0.62,0.5455,0.94,0.1343,7,188,195,train
5901,08-09-2011,3,0,9,9,0,4,1,2,0.62,0.5152,1,0.2537,4,65,69,train
5902,08-09-2011,3,0,9,10,0,4,1,2,0.64,0.5606,0.94,0.1045,8,57,65,train
5903,08-09-2011,3,0,9,11,0,4,1,2,0.64,0.5606,0.94,0.2239,16,82,98,train
5904,08-09-2011,3,0,9,12,0,4,1,2,0.66,0.5909,0.94,0.2239,17,85,102,train
5905,08-09-2011,3,0,9,13,0,4,1,2,0.68,0.6364,0.83,0.3881,14,112,126,train
5906,08-09-2011,3,0,9,14,0,4,1,2,0.7,0.6667,0.79,0.3582,15,105,120,train
5907,08-09-2011,3,0,9,15,0,4,1,3,0.66,0.5909,0.89,0.2985,24,115,139,train
5908,08-09-2011,3,0,9,16,0,4,1,3,0.64,0.5606,0.94,0.2836,5,151,156,train
5909,08-09-2011,3,0,9,17,0,4,1,3,0.64,0.5606,0.94,0.2836,11,102,113,train
5910,08-09-2011,3,0,9,18,0,4,1,3,0.64,0.5606,0.94,0.3582,2,66,68,train
5911,08-09-2011,3,0,9,19,0,4,1,3,0.62,0.5152,1,0.3284,1,51,52,train
5912,08-09-2011,3,0,9,20,0,4,1,2,0.62,0.5455,0.94,0.1642,6,83,89,train
5913,08-09-2011,3,0,9,21,0,4,1,3,0.64,0.5606,0.94,0.1045,6,76,82,train
5914,08-09-2011,3,0,9,22,0,4,1,3,0.62,0.5152,1,0.0896,5,65,70,train
5915,08-09-2011,3,0,9,23,0,4,1,3,0.62,0.5152,1,0.0896,0,26,26,train
5916,09-09-2011,3,0,9,0,0,5,1,3,0.64,0.5606,0.94,0.194,1,15,16,train
5917,09-09-2011,3,0,9,1,0,5,1,2,0.62,0.5152,1,0.1642,0,8,8,train
5918,09-09-2011,3,0,9,2,0,5,1,2,0.62,0.5152,1,0.2537,1,7,8,train
5919,09-09-2011,3,0,9,3,0,5,1,2,0.62,0.5455,0.94,0.2537,1,1,2,train
5920,09-09-2011,3,0,9,4,0,5,1,3,0.62,0.5455,0.94,0.1642,0,3,3,train
5921,09-09-2011,3,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.1343,0,14,14,train
5922,09-09-2011,3,0,9,6,0,5,1,2,0.62,0.5152,1,0.1343,3,54,57,train
5923,09-09-2011,3,0,9,7,0,5,1,3,0.62,0.5152,1,0.2537,4,104,108,train
5924,09-09-2011,3,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1642,12,276,288,train
5925,09-09-2011,3,0,9,9,0,5,1,3,0.62,0.5455,0.94,0.1642,5,131,136,train
5926,09-09-2011,3,0,9,10,0,5,1,2,0.62,0.5152,1,0,2,27,29,train
5927,09-09-2011,3,0,9,11,0,5,1,2,0.62,0.5455,0.94,0,6,66,72,train
5928,09-09-2011,3,0,9,12,0,5,1,1,0.64,0.5606,0.94,0,4,71,75,train
5929,09-09-2011,3,0,9,13,0,5,1,1,0.7,0.6667,0.79,0.0896,14,108,122,train
5930,09-09-2011,3,0,9,14,0,5,1,1,0.72,0.697,0.74,0.0896,29,119,148,train
5931,09-09-2011,3,0,9,15,0,5,1,1,0.74,0.697,0.66,0,27,161,188,train
5932,09-09-2011,3,0,9,16,0,5,1,1,0.74,0.697,0.66,0.1343,41,244,285,train
5933,09-09-2011,3,0,9,17,0,5,1,1,0.7,0.6667,0.79,0.2537,54,451,505,train
5934,09-09-2011,3,0,9,18,0,5,1,1,0.7,0.6667,0.79,0.194,33,377,410,train
5935,09-09-2011,3,0,9,19,0,5,1,1,0.66,0.5909,0.89,0.1642,33,316,349,train
5936,09-09-2011,3,0,9,20,0,5,1,1,0.64,0.5606,0.94,0.0896,30,180,210,train
5937,09-09-2011,3,0,9,21,0,5,1,1,0.66,0.5909,0.89,0,49,154,203,train
5938,09-09-2011,3,0,9,22,0,5,1,1,0.62,0.5455,0.94,0,33,127,160,train
5939,09-09-2011,3,0,9,23,0,5,1,1,0.62,0.5455,0.94,0.0896,35,113,148,train
5940,10-09-2011,3,0,9,0,0,6,0,1,0.62,0.5455,0.94,0,32,84,116,train
5941,10-09-2011,3,0,9,1,0,6,0,2,0.62,0.5455,0.94,0,16,67,83,train
5942,10-09-2011,3,0,9,2,0,6,0,2,0.6,0.5,0.97,0.1045,18,46,64,train
5943,10-09-2011,3,0,9,3,0,6,0,1,0.58,0.5455,1,0.1343,8,29,37,train
5944,10-09-2011,3,0,9,4,0,6,0,1,0.58,0.5455,0.94,0.0896,3,4,7,train
5945,10-09-2011,3,0,9,5,0,6,0,1,0.58,0.5455,0.94,0.1343,2,6,8,train
5946,10-09-2011,3,0,9,6,0,6,0,1,0.58,0.5455,0.94,0.1642,0,6,6,train
5947,10-09-2011,3,0,9,7,0,6,0,1,0.6,0.5455,0.88,0.1343,9,43,52,train
5948,10-09-2011,3,0,9,8,0,6,0,1,0.62,0.5758,0.83,0.1642,16,103,119,train
5949,10-09-2011,3,0,9,9,0,6,0,1,0.64,0.5909,0.78,0.2985,39,168,207,train
5950,10-09-2011,3,0,9,10,0,6,0,1,0.7,0.6515,0.65,0.2537,85,233,318,train
5951,10-09-2011,3,0,9,11,0,6,0,1,0.72,0.6818,0.62,0.2537,108,252,360,train
5952,10-09-2011,3,0,9,12,0,6,0,1,0.72,0.6818,0.62,0.2239,144,260,404,train
5953,10-09-2011,3,0,9,13,0,6,0,1,0.74,0.6818,0.55,0.2836,131,239,370,train
5954,10-09-2011,3,0,9,14,0,6,0,1,0.74,0.6818,0.55,0.2836,129,230,359,train
5955,10-09-2011,3,0,9,15,0,6,0,1,0.74,0.6818,0.55,0.2239,217,263,480,train
5956,10-09-2011,3,0,9,16,0,6,0,1,0.74,0.6818,0.55,0.194,170,261,431,train
5957,10-09-2011,3,0,9,17,0,6,0,1,0.74,0.6818,0.55,0.2239,185,275,460,train
5958,10-09-2011,3,0,9,18,0,6,0,1,0.72,0.6667,0.58,0.194,119,241,360,train
5959,10-09-2011,3,0,9,19,0,6,0,1,0.7,0.6515,0.58,0.1343,101,214,315,train
5960,10-09-2011,3,0,9,20,0,6,0,1,0.66,0.6212,0.69,0.1045,78,167,245,train
5961,10-09-2011,3,0,9,21,0,6,0,1,0.64,0.5909,0.78,0.0896,59,171,230,train
5962,10-09-2011,3,0,9,22,0,6,0,1,0.64,0.5909,0.78,0,49,126,175,train
5963,10-09-2011,3,0,9,23,0,6,0,2,0.62,0.5606,0.88,0,32,107,139,train
5964,11-09-2011,3,0,9,0,0,0,0,1,0.62,0.5606,0.88,0,29,79,108,train
5965,11-09-2011,3,0,9,1,0,0,0,2,0.62,0.5606,0.88,0,22,66,88,train
5966,11-09-2011,3,0,9,2,0,0,0,2,0.62,0.5909,0.78,0.194,16,60,76,train
5967,11-09-2011,3,0,9,3,0,0,0,2,0.62,0.5909,0.78,0.0896,15,30,45,train
5968,11-09-2011,3,0,9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,3,6,9,train
5969,11-09-2011,3,0,9,5,0,0,0,1,0.6,0.5606,0.83,0.1343,15,24,39,train
5970,11-09-2011,3,0,9,6,0,0,0,1,0.58,0.5455,0.88,0.1045,4,16,20,train
5971,11-09-2011,3,0,9,7,0,0,0,1,0.6,0.5455,0.88,0,9,28,37,train
5972,11-09-2011,3,0,9,8,0,0,0,1,0.64,0.5909,0.78,0,25,69,94,train
5973,11-09-2011,3,0,9,9,0,0,0,1,0.66,0.6212,0.74,0,59,168,227,train
5974,11-09-2011,3,0,9,10,0,0,0,1,0.7,0.6515,0.65,0,120,214,334,train
5975,11-09-2011,3,0,9,11,0,0,0,1,0.7,0.6515,0.65,0,144,258,402,train
5976,11-09-2011,3,0,9,12,0,0,0,1,0.7,0.6515,0.65,0,113,298,411,train
5977,11-09-2011,3,0,9,13,0,0,0,1,0.74,0.6818,0.58,0.1045,119,231,350,train
5978,11-09-2011,3,0,9,14,0,0,0,1,0.72,0.6667,0.58,0.2836,120,222,342,train
5979,11-09-2011,3,0,9,15,0,0,0,1,0.74,0.6667,0.51,0.2985,134,270,404,train
5980,11-09-2011,3,0,9,16,0,0,0,1,0.72,0.6667,0.51,0.2985,180,303,483,train
5981,11-09-2011,3,0,9,17,0,0,0,1,0.72,0.6667,0.51,0.1343,152,228,380,train
5982,11-09-2011,3,0,9,18,0,0,0,1,0.68,0.6364,0.65,0.2985,110,229,339,train
5983,11-09-2011,3,0,9,19,0,0,0,1,0.64,0.6061,0.69,0.1045,101,232,333,train
5984,11-09-2011,3,0,9,20,0,0,0,1,0.62,0.5909,0.73,0.1045,65,161,226,train
5985,11-09-2011,3,0,9,21,0,0,0,1,0.64,0.6061,0.69,0,45,114,159,train
5986,11-09-2011,3,0,9,22,0,0,0,1,0.62,0.6061,0.69,0.3881,21,74,95,train
5987,11-09-2011,3,0,9,23,0,0,0,3,0.58,0.5455,0.78,0.0896,12,33,45,train
5988,12-09-2011,3,0,9,0,0,1,1,1,0.56,0.5303,0.88,0.0896,5,11,16,train
5989,12-09-2011,3,0,9,1,0,1,1,1,0.56,0.5303,0.88,0,1,11,12,train
5990,12-09-2011,3,0,9,2,0,1,1,1,0.56,0.5303,0.88,0,2,0,2,train
5991,12-09-2011,3,0,9,4,0,1,1,1,0.54,0.5152,0.94,0.1045,0,4,4,train
5992,12-09-2011,3,0,9,5,0,1,1,1,0.56,0.5303,0.83,0,1,23,24,train
5993,12-09-2011,3,0,9,6,0,1,1,1,0.56,0.5303,0.83,0,1,108,109,train
5994,12-09-2011,3,0,9,7,0,1,1,1,0.58,0.5455,0.83,0,12,300,312,train
5995,12-09-2011,3,0,9,8,0,1,1,1,0.6,0.5758,0.78,0.0896,26,382,408,train
5996,12-09-2011,3,0,9,9,0,1,1,1,0.64,0.6061,0.69,0,21,155,176,train
5997,12-09-2011,3,0,9,10,0,1,1,1,0.68,0.6364,0.62,0.1642,40,89,129,train
5998,12-09-2011,3,0,9,11,0,1,1,1,0.7,0.6515,0.58,0.194,34,131,165,train
5999,12-09-2011,3,0,9,12,0,1,1,1,0.72,0.6667,0.51,0.194,37,147,184,train
6000,12-09-2011,3,0,9,13,0,1,1,1,0.72,0.6667,0.54,0.1045,43,120,163,train
6001,12-09-2011,3,0,9,14,0,1,1,1,0.74,0.6667,0.51,0.1642,60,129,189,train
6002,12-09-2011,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,60,152,212,train
6003,12-09-2011,3,0,9,16,0,1,1,1,0.72,0.6667,0.48,0,60,238,298,train
6004,12-09-2011,3,0,9,17,0,1,1,1,0.72,0.6667,0.51,0.1642,75,515,590,train
6005,12-09-2011,3,0,9,18,0,1,1,1,0.7,0.6515,0.54,0.194,56,515,571,train
6006,12-09-2011,3,0,9,19,0,1,1,1,0.68,0.6364,0.57,0.1343,63,373,436,train
6007,12-09-2011,3,0,9,20,0,1,1,1,0.66,0.6212,0.65,0,41,258,299,train
6008,12-09-2011,3,0,9,21,0,1,1,1,0.64,0.6061,0.73,0.0896,29,166,195,train
6009,12-09-2011,3,0,9,22,0,1,1,1,0.62,0.5758,0.83,0.1642,16,134,150,train
6010,12-09-2011,3,0,9,23,0,1,1,1,0.62,0.5758,0.83,0.1045,7,62,69,train
6011,13-09-2011,3,0,9,0,0,2,1,1,0.6,0.5455,0.88,0.1045,7,19,26,train
6012,13-09-2011,3,0,9,1,0,2,1,1,0.58,0.5455,0.83,0.1045,4,6,10,train
6013,13-09-2011,3,0,9,2,0,2,1,1,0.6,0.5758,0.78,0,2,0,2,train
6014,13-09-2011,3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0,2,2,4,train
6015,13-09-2011,3,0,9,4,0,2,1,1,0.56,0.5303,0.88,0,2,6,8,train
6016,13-09-2011,3,0,9,5,0,2,1,1,0.56,0.5303,0.88,0,1,19,20,train
6017,13-09-2011,3,0,9,6,0,2,1,1,0.56,0.5303,0.88,0.1045,6,116,122,train
6018,13-09-2011,3,0,9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,14,348,362,train
6019,13-09-2011,3,0,9,8,0,2,1,1,0.6,0.5606,0.81,0.1045,26,399,425,train
6020,13-09-2011,3,0,9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,35,179,214,train
6021,13-09-2011,3,0,9,10,0,2,1,1,0.68,0.6364,0.69,0.1343,42,93,135,train
6022,13-09-2011,3,0,9,11,0,2,1,1,0.7,0.6515,0.61,0.1642,33,120,153,train
6023,13-09-2011,3,0,9,12,0,2,1,1,0.72,0.6667,0.58,0.2239,43,144,187,train
6024,13-09-2011,3,0,9,13,0,2,1,1,0.74,0.6667,0.51,0.2836,48,136,184,train
6025,13-09-2011,3,0,9,14,0,2,1,1,0.74,0.6667,0.51,0.3284,51,139,190,train
6026,13-09-2011,3,0,9,15,0,2,1,1,0.74,0.6667,0.51,0.2985,35,145,180,train
6027,13-09-2011,3,0,9,16,0,2,1,1,0.74,0.6667,0.51,0.2239,41,251,292,train
6028,13-09-2011,3,0,9,17,0,2,1,1,0.74,0.6667,0.51,0.2239,72,507,579,train
6029,13-09-2011,3,0,9,18,0,2,1,1,0.7,0.6515,0.61,0.1642,67,472,539,train
6030,13-09-2011,3,0,9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,55,341,396,train
6031,13-09-2011,3,0,9,20,0,2,1,1,0.66,0.6212,0.74,0.194,31,241,272,train
6032,13-09-2011,3,0,9,21,0,2,1,1,0.64,0.5909,0.78,0.1642,45,200,245,train
6033,13-09-2011,3,0,9,22,0,2,1,1,0.64,0.5909,0.78,0.1343,24,120,144,train
6034,13-09-2011,3,0,9,23,0,2,1,1,0.64,0.5909,0.78,0.1045,15,59,74,train
6035,14-09-2011,3,0,9,0,0,3,1,1,0.62,0.5909,0.78,0.0896,5,28,33,train
6036,14-09-2011,3,0,9,1,0,3,1,1,0.62,0.5909,0.78,0.0896,1,7,8,train
6037,14-09-2011,3,0,9,2,0,3,1,1,0.6,0.5606,0.83,0,1,4,5,train
6038,14-09-2011,3,0,9,3,0,3,1,1,0.6,0.5455,0.88,0.1343,1,7,8,train
6039,14-09-2011,3,0,9,4,0,3,1,1,0.6,0.5606,0.83,0.0896,1,8,9,train
6040,14-09-2011,3,0,9,5,0,3,1,1,0.58,0.5455,0.88,0.1045,1,30,31,train
6041,14-09-2011,3,0,9,6,0,3,1,1,0.58,0.5455,0.88,0.1045,7,138,145,train
6042,14-09-2011,3,0,9,7,0,3,1,1,0.6,0.5606,0.83,0.1045,20,350,370,train
6043,14-09-2011,3,0,9,8,0,3,1,1,0.62,0.5758,0.83,0.1642,33,396,429,train
6044,14-09-2011,3,0,9,9,0,3,1,1,0.64,0.5909,0.78,0.1642,19,183,202,train
6045,14-09-2011,3,0,9,10,0,3,1,1,0.7,0.6515,0.7,0.1343,27,115,142,train
6046,14-09-2011,3,0,9,11,0,3,1,1,0.72,0.6818,0.66,0.1642,43,121,164,train
6047,14-09-2011,3,0,9,12,0,3,1,1,0.74,0.6818,0.58,0.2239,56,156,212,train
6048,14-09-2011,3,0,9,13,0,3,1,1,0.76,0.697,0.55,0.2537,39,139,178,train
6049,14-09-2011,3,0,9,14,0,3,1,1,0.78,0.7121,0.52,0.2239,19,105,124,train
6050,14-09-2011,3,0,9,15,0,3,1,1,0.78,0.7121,0.49,0.2537,30,146,176,train
6051,14-09-2011,3,0,9,16,0,3,1,1,0.76,0.697,0.52,0.2836,36,241,277,train
6052,14-09-2011,3,0,9,17,0,3,1,1,0.76,0.697,0.52,0.2836,87,512,599,train
6053,14-09-2011,3,0,9,18,0,3,1,1,0.72,0.6818,0.62,0.1642,83,503,586,train
6054,14-09-2011,3,0,9,19,0,3,1,2,0.7,0.6515,0.7,0.1045,44,337,381,train
6055,14-09-2011,3,0,9,20,0,3,1,2,0.72,0.6667,0.58,0.4179,40,221,261,train
6056,14-09-2011,3,0,9,21,0,3,1,2,0.66,0.6212,0.65,0.2239,24,189,213,train
6057,14-09-2011,3,0,9,22,0,3,1,2,0.66,0.6212,0.65,0.1343,20,140,160,train
6058,14-09-2011,3,0,9,23,0,3,1,2,0.64,0.6061,0.69,0.1045,10,62,72,train
6059,15-09-2011,3,0,9,0,0,4,1,1,0.64,0.6061,0.69,0.1343,3,34,37,train
6060,15-09-2011,3,0,9,1,0,4,1,1,0.64,0.6061,0.69,0.1642,0,20,20,train
6061,15-09-2011,3,0,9,2,0,4,1,1,0.62,0.5909,0.73,0.1045,0,5,5,train
6062,15-09-2011,3,0,9,3,0,4,1,1,0.62,0.5909,0.73,0.0896,3,5,8,train
6063,15-09-2011,3,0,9,4,0,4,1,1,0.6,0.5758,0.78,0.1045,2,5,7,train
6064,15-09-2011,3,0,9,5,0,4,1,1,0.6,0.5758,0.78,0,1,30,31,train
6065,15-09-2011,3,0,9,6,0,4,1,2,0.6,0.5606,0.83,0.2537,5,119,124,train
6066,15-09-2011,3,0,9,7,0,4,1,2,0.62,0.5909,0.78,0.194,17,321,338,train
6067,15-09-2011,3,0,9,8,0,4,1,1,0.64,0.6061,0.73,0.1343,27,364,391,train
6068,15-09-2011,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,23,186,209,train
6069,15-09-2011,3,0,9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,25,96,121,train
6070,15-09-2011,3,0,9,11,0,4,1,2,0.68,0.6364,0.65,0.1343,39,120,159,train
6071,15-09-2011,3,0,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,31,148,179,train
6072,15-09-2011,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,38,151,189,train
6073,15-09-2011,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,36,134,170,train
6074,15-09-2011,3,0,9,15,0,4,1,2,0.6,0.5909,0.69,0.4179,25,110,135,train
6075,15-09-2011,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,29,193,222,train
6076,15-09-2011,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261,train
6077,15-09-2011,3,0,9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,22,222,244,train
6078,15-09-2011,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,20,212,232,train
6079,15-09-2011,3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,25,223,248,train
6080,15-09-2011,3,0,9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,11,134,145,train
6081,15-09-2011,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,7,108,115,train
6082,15-09-2011,3,0,9,23,0,4,1,1,0.44,0.4394,0.67,0.2239,8,61,69,train
6083,16-09-2011,3,0,9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,5,43,48,train
6084,16-09-2011,3,0,9,1,0,5,1,1,0.42,0.4242,0.67,0.194,7,19,26,train
6085,16-09-2011,3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,3,7,10,train
6086,16-09-2011,3,0,9,3,0,5,1,1,0.4,0.4091,0.71,0.2537,2,4,6,train
6087,16-09-2011,3,0,9,4,0,5,1,1,0.4,0.4091,0.71,0.2836,1,3,4,train
6088,16-09-2011,3,0,9,5,0,5,1,1,0.38,0.3939,0.76,0.194,2,30,32,train
6089,16-09-2011,3,0,9,6,0,5,1,1,0.38,0.3939,0.71,0.2239,6,87,93,train
6090,16-09-2011,3,0,9,7,0,5,1,1,0.4,0.4091,0.71,0.2836,16,283,299,train
6091,16-09-2011,3,0,9,8,0,5,1,1,0.42,0.4242,0.67,0.2239,23,386,409,train
6092,16-09-2011,3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,21,189,210,train
6093,16-09-2011,3,0,9,10,0,5,1,2,0.5,0.4848,0.51,0.2836,36,104,140,train
6094,16-09-2011,3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,40,139,179,train
6095,16-09-2011,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0,39,212,251,train
6096,16-09-2011,3,0,9,13,0,5,1,2,0.54,0.5152,0.42,0,55,168,223,train
6097,16-09-2011,3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,49,176,225,train
6098,16-09-2011,3,0,9,15,0,5,1,2,0.54,0.5152,0.45,0.2239,38,165,203,train
6099,16-09-2011,3,0,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,67,291,358,train
6100,16-09-2011,3,0,9,17,0,5,1,2,0.52,0.5,0.48,0.1343,86,480,566,train
6101,16-09-2011,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,55,427,482,train
6102,16-09-2011,3,0,9,19,0,5,1,2,0.5,0.4848,0.55,0.1642,59,256,315,train
6103,16-09-2011,3,0,9,20,0,5,1,2,0.5,0.4848,0.55,0,41,184,225,train
6104,16-09-2011,3,0,9,21,0,5,1,2,0.5,0.4848,0.63,0,39,124,163,train
6105,16-09-2011,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,32,135,167,train
6106,16-09-2011,3,0,9,23,0,5,1,1,0.5,0.4848,0.59,0,20,106,126,train
6107,17-09-2011,3,0,9,0,0,6,0,1,0.46,0.4545,0.72,0.1642,28,80,108,train
6108,17-09-2011,3,0,9,1,0,6,0,1,0.46,0.4545,0.72,0.1045,28,52,80,train
6109,17-09-2011,3,0,9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,18,61,79,train
6110,17-09-2011,3,0,9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,7,21,28,train
6111,17-09-2011,3,0,9,4,0,6,0,1,0.46,0.4545,0.72,0.1343,1,4,5,train
6112,17-09-2011,3,0,9,5,0,6,0,1,0.46,0.4545,0.72,0.1642,2,3,5,train
6113,17-09-2011,3,0,9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,5,17,22,train
6114,17-09-2011,3,0,9,7,0,6,0,2,0.46,0.4545,0.77,0.194,4,33,37,train
6115,17-09-2011,3,0,9,8,0,6,0,2,0.46,0.4545,0.77,0.2537,27,81,108,train
6116,17-09-2011,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,32,145,177,train
